canonicalName,eolID,inaturalistID,gbifID,wikipediaID,arkiveID,adwID,fishbaseID,amphibiawebID
Cortinarius cumatilis,159397,803466,2528788,,,,,
Cortinarius cuphomorphus,43537005,881085,7535204,,,,,
Cortinarius cyanites,1004733,217614,2529094,Q10656326,,,,
Cortinarius cycneus,6709040,381936,2529106,,,,,
Cortinarius cylindripes,6709042,519363,3348607,,,,,
Cortinarius cypriacoides,52247794,1533434,9706010,,,,,
Cortinarius davemallochii,46706230,935798,8096082,,,,,
Cortinarius deceptivus,6709063,1039223,3347639,,,,,
Cortinarius decipiens,6708248,1437719,12164577,,,,,
Cortinarius delibutus,188027,500015,2529412,Q2511465,,,,
Cortinarius depressus,188043,500076,2529311,,,,,
Cortinarius diabolicorigens,6709081,1417179,3350247,,,,,
Cortinarius diffamatus,46706016,1510796,8174450,,,,,
Cortinarius dionysae,189655,776945,2529445,,,,,
Cortinarius diosmus,190239,500077,2529371,,,,,
Cortinarius disjungendus,188380,423589,2529128,,,,,
Cortinarius distortus,6709102,1150990,3348682,,,,,
Cortinarius duboisensis,52247749,1354972,9685420,,,,,
Cortinarius dulciolens,199283,381900,2529356,,,,,
Cortinarius dysodes,6709115,381902,2529058,,,,,
Cortinarius elacatipus,6709123,407760,2528877,,,,,
Cortinarius elaiochrous,191007,381903,2529324,,,,,
Cortinarius elaiops,18432266,381904,8018960,,,,,
Cortinarius eldoradoensis,36721428,626411,8193157,,,,,
Cortinarius emollitus,1005217,916286,8875894,,,,,
Cortinarius emunctus,1017319,500139,2528688,,,,,
Cortinarius epiphaeus,6709143,381905,2529438,,,,,
Cortinarius erythrocephalus,6709156,1095476,3350860,,,,,
Cortinarius eufulmineus,6709166,511377,7244634,,,,,
Cortinarius evernius,188553,381907,9114765,Q5481564,,,,
Cortinarius fagetorum,18432892,1128113,3347493,,,,,
Cortinarius falsosus,6709194,1437717,3349761,,,,,
Cortinarius ferrugineovelatus,44456376,966229,7761584,,,,,
Cortinarius fervidus,194939,989288,2528718,,,,,
Cortinarius fillionii,6709215,1455377,3350059,,,,,
Cortinarius flammuloides,6709229,1112485,2529392,,,,,
Cortinarius flavifolius,6709236,1152890,3349574,,,,,
Cortinarius flavobasilis,52247761,1021224,9806489,,,,,
Cortinarius flexibilifolius,18433691,1152087,3348628,,,,,
Cortinarius flexipes,188551,1127821,10155083,Q5173320,,,,
Cortinarius foetens,6709262,1046362,3350658,,,,,
Cortinarius fragrantissimus,52247750,1134225,9775734,,,,,
Cortinarius fulvescens,188126,705582,2529212,,,,,
Cortinarius fulvopaludosus,52247805,1279079,9652161,,,,,
Cortinarius fuscodiscus,6709327,1424898,3350690,,,,,
Cortinarius fuscoflexipes,6709328,1437716,3348071,,,,,
Cortinarius gallurae,11973778,1285802,3347753,,,,,
Cortinarius gentilis,160046,335624,2529240,Q2614222,,,,
Cortinarius glabrellus,6709379,1455720,3349888,,,,,
Cortinarius glaphurus,6709382,1101806,3347624,,,,,
Cortinarius glaucopus,188431,58678,8191932,Q3694823,,,,
Cortinarius globuliformis,6709392,551046,2529539,,,,,
Cortinarius grosmorneensis,46706015,1426730,7927716,,,,,
Cortinarius gymnocephalus,18432291,381911,7602887,,,,,
Cortinarius hadrocroceus,46706100,1446385,8350401,,,,,
Cortinarius harrisonii,33689966,517820,7893288,,,,,
Cortinarius helobius,6709435,989291,3347945,,,,,
Cortinarius helodes,18434651,1435235,3349204,,,,,
Cortinarius helvelloides,163359,564081,2529134,,,,,
Cortinarius helvolus,6709438,1503269,7244551,,,,,
Cortinarius hemitrichus,188511,411250,2529178,Q4347253,,,,
Cortinarius hercynicus,6709455,885404,3350339,,,,,
Cortinarius hesleri,6709456,774824,3347961,Q22286559,,,,
Cortinarius heterodepressus,49882379,1435258,9669663,,,,,
Cortinarius hinnuleocervinus,52247807,1127823,9810604,,,,,
Cortinarius hinnuleus,1007810,874952,2529278,,,,,
Cortinarius holojanthinus,6709472,1159266,7244628,,,,,
Cortinarius holoxanthus,6709476,1435224,3349478,,,,,
Cortinarius humboldtensis,6709483,500119,3350021,,,,,
Cortinarius humicola,243016,559477,2529345,,,,,
Cortinarius hydrotelamonioides,6709493,1127825,3349981,,,,,
Cortinarius idahoensis,6709506,699815,3349967,,,,,
Cortinarius ignotus,6709514,381915,2528756,,,,,
Cortinarius iliopodius,52247708,748657,2528761,,,,,
Cortinarius illibatus,188508,989299,2528915,,,,,
Cortinarius illuminus,1016796,518759,2529506,,,,,
Cortinarius imbutus,188568,989298,8200672,,,,,
Cortinarius immixtus,6709522,1033902,3349711,,,,,
Cortinarius impolitus,6709532,1030373,3349978,,,,,
Cortinarius incisior,6709537,1152095,3351185,,,,,
Cortinarius incognitus,6709538,629225,3349948,,,,,
Cortinarius inconspicuus,1003900,1127826,2529045,,,,,
Cortinarius indolicus,6709541,381917,2529088,Q10460123,,,,
Cortinarius infractiflavus,43626224,953405,7430442,Q20051085,,,,
Cortinarius infractus,188024,1434987,8168239,Q11023677,,,,
Cortinarius iodeoides,6709567,194283,3349896,,,,,
Cortinarius ionomataius,8550442,381920,2529501,,,,,
Cortinarius ionophyllus,194940,1047875,2529367,,,,,
Cortinarius jacobi-langei,18432343,1435214,8094475,,,,,
Cortinarius kauffmanianus,18434096,1447572,8099976,,,,,
Cortinarius kioloensis,46706104,479820,7544384,Q24191332,,,,
Cortinarius lachanus,46706125,546701,8944831,,,,,
Cortinarius lacustris,6709625,1435194,7244567,,,,,
Cortinarius laetus,6709632,989293,3349670,,,,,
Cortinarius lamoureae,6709634,1533435,3348346,,,,,
Cortinarius laniger,162800,415525,2529263,,,,,
Cortinarius largus,188363,1437648,2529520,,,,,
Cortinarius lavendulensis,6709656,1437677,3349617,Q10460132,,,,
Cortinarius lazulinus,6709658,1074051,3350513,,,,,
Cortinarius lebre,6709659,711672,3350412,,,,,
Cortinarius lebretonii,188255,1447116,2529347,,,,,
Cortinarius leiocastaneus,11973418,1077983,3351016,,,,,
Cortinarius leproleptopus,6709667,1438000,7244481,,,,,
Cortinarius lewisii,6709682,372244,3348084,,,,,
Cortinarius lignicola,6709687,1278269,3351064,,,,,
Cortinarius lilacinocolossus,6709693,499695,3348970,,,,,
Cortinarius lilacinus,6709697,565198,3347556,,,,,
Cortinarius livido-ochraceus,1017329,500057,2528816,,,,,
Cortinarius lubricanescens,6709710,381930,2529230,,,,,
Cortinarius lucorum,187979,499727,9517606,,,,,
Cortinarius luteinus,6709722,381931,2529046,,,,,
Cortinarius luteirufescens,6707984,1203906,2565453,,,,,
Cortinarius magellanicus,6709760,1495679,2529210,Q10460140,,,,
Cortinarius magnivelatus,6709762,217616,7563050,,,,,
Cortinarius majestaticus,6718013,489226,9655415,,,,,
Cortinarius majusculus,6709766,1430748,3350693,,,,,
Cortinarius malachius,188195,500060,9174695,,,,,
Cortinarius malicorius,162220,1278006,2528800,,,,,
Cortinarius malosinae,18432274,381934,7486016,,,,,
Cortinarius marylandensis,6713665,602380,3348650,,,,,
Cortinarius mastoideus,18430296,1239021,3350563,,,,,
Cortinarius mattiae,42693846,1008824,8428225,,,,,
Cortinarius meleagris,6709789,407765,2529252,Q10460144,,,,
Cortinarius melimyxa,6709790,381969,2529528,,,,,
Cortinarius metallicus,6709804,551047,3348139,Q24977268,,,,
Cortinarius microarcheri,6709812,1522571,3350767,Q24977281,,,,
Cortinarius miniatopus,6709817,1151165,7244499,,,,,
Cortinarius minoscaurus,6709830,381938,2529283,,,,,
Cortinarius mirandus,6709835,1423676,3351051,,,,,
Cortinarius miwok,42693927,1089453,7819050,,,,,
Cortinarius modestus,6709843,1307112,3348835,,,,,
Cortinarius mucifluoides,6709866,956707,8172456,,,,,
Cortinarius mucifluus,995203,874954,2528930,,,,,
Cortinarius mucosus,153437,194282,2529494,Q1593907,,,,
Cortinarius multiformis,10406741,1128154,7244562,,,,,
Cortinarius multiformium,18433243,1045333,3348770,,,,,
Cortinarius musciphilus,52787373,1448992,9810397,,,,,
Cortinarius nahuelbutensis,6709903,1263509,10792366,,,,,
Cortinarius nanceiensis,1030068,989302,2529228,,,,,
Cortinarius naphthalinus,6709905,381939,2529477,,,,,
Cortinarius nauseosouraceus,39995787,957424,8053947,,,,,
Cortinarius neofallax,39995794,1438014,3348831,,,,,
Cortinarius neofurvolaesus,6711217,989308,3349982,,,,,
Cortinarius neosanguineus,32793011,500041,7464345,,,,,
Cortinarius neotropicus,46706020,1162828,8142158,Q24908576,,,,
Cortinarius nigrocuspidatus,6709928,1127828,3348697,,,,,
Cortinarius nothoanomalus,6709942,1267011,3349698,,,,,
Cortinarius nymphatus,52247766,1521492,9700662,,,,,
Cortinarius obliquus,6709953,967125,3350996,,,,,
Cortinarius obtusorum,6709967,1186179,3350236,,,,,
Cortinarius obtusus,1029620,344640,2529130,,,,,
Cortinarius obvius,6709969,1271150,3349847,,,,,
Cortinarius ochraceofulvus,6709977,741487,3349834,,,,,
Cortinarius odhinnii,6709995,1155703,3347532,,,,,
Cortinarius ohauensis,6709998,381942,2529064,,,,,
Cortinarius ohlone,42694148,483886,8240211,Q22286577,,,,
Cortinarius olens,52787369,1262351,9765543,,,,,
Cortinarius olidus,1005297,824014,10330366,,,,,
Cortinarius olivaceofulvus,6710010,1435236,3348026,,,,,
Cortinarius olivaceofuscus,190451,497671,8243151,,,,,
Cortinarius olivaceoluteus,46706156,1136929,7407448,,,,,
Cortinarius olivascentium,6710016,1269655,3349381,,,,,
Cortinarius ominosus,6710028,626403,3351037,,,,,
Cortinarius ophryx,39995750,381946,7573618,,,,,
Cortinarius orasericeus,6710042,1446952,3348024,,,,,
Cortinarius orellanosus,39995677,1136693,8366401,,,,,
Cortinarius orellanus,1029876,337849,2528684,Q1367003,,,,
Cortinarius orixanthus,18432267,492147,7807462,,,,,
Cortinarius palatinus,46706177,1162829,7581536,Q24908575,,,,
Cortinarius pallidostriatus,6710074,1417182,3349860,,,,,
Cortinarius paludosaniosus,52247808,793796,9737132,,,,,
Cortinarius papaver,6710084,381947,2528844,,,,,
Cortinarius paragaudis,1029412,922177,10907776,,,,,
Cortinarius paralbocyaneus,6710101,1422115,3350818,,,,,
Cortinarius paraoniti,39995685,381948,8042270,,,,,
Cortinarius paraxanthus,8550447,381950,2528830,,,,,
Cortinarius parkeri,29685978,626565,7553257,,,,,
Cortinarius pavelekii,6710134,497724,3350919,Q26816839,,,,
Cortinarius pearsonii,190453,500062,2528736,,,,,
Cortinarius pelargoniostriatulus,42695499,1401103,7780685,,,,,
Cortinarius pellstonianus,6710142,1446757,3349965,,,,,
Cortinarius peraurantiacus,6710149,381952,2529208,,,,,
Cortinarius peraureus,6710150,381953,2529274,,,,,
Cortinarius perelegans,6710156,381954,2529511,,,,,
Cortinarius perfoetens,6710158,876563,3350282,,,,,
Cortinarius perplexus,46706180,1165043,7364411,,,,,
Cortinarius perviolaceus,18431531,1307116,3349235,,,,,
Cortinarius pescolanensis,52247740,1389373,9738219,,,,,
Cortinarius phaeochrous,6711139,1455721,3348517,,,,,
Cortinarius phaeomyxa,192297,381958,2529395,,,,,
Cortinarius phalarus,6710202,551048,3348964,,,,,
Cortinarius pholideus,1030344,381959,2528987,Q3915836,,,,
Cortinarius pholiotellus,6710210,381960,2528910,,,,,
Cortinarius piceidisjungendus,43626203,1152367,7913578,,,,,
Cortinarius pilatii,6710218,1401096,3350882,,,,,
Cortinarius pinguis,11974602,499752,5955224,,,,,
Cortinarius pinigaudis,33689773,1107447,8400787,,,,,
Cortinarius pitkinensis,46706013,1227186,7363344,,,,,
Cortinarius plumulosus,6710233,1447257,3350398,,,,,
Cortinarius poecilopus,190454,1021230,2529512,,,,,
Cortinarius polymorphus,152743,499697,2529343,,,,,
Cortinarius porphyroideus,6710253,127053,2529108,Q5173325,,,,
Cortinarius porphyrophaeus,6710254,381963,2528789,,,,,
Cortinarius praestans,1029639,765052,7379140,Q613450,,,,
Cortinarius praestigiosus,6710260,1389357,3348919,,,,,
Cortinarius privignipallens,44456391,1446974,7714021,,,,,
Cortinarius privignoides,6710274,424319,3350101,,,,,
Cortinarius promethenus,39995721,1468734,7642934,,,,,
Cortinarius psammocola,52247809,1435241,9819949,,,,,
Cortinarius pselioticton,18432280,410759,7876106,,,,,
Cortinarius pseudofallax,39995748,631117,3349123,,,,,
Cortinarius pseudofervidus,46706077,989323,7618220,,,,,
Cortinarius pseudoflabellus,42695766,1417187,8271738,,,,,
Cortinarius pseudophlegma,6710335,1455717,3349897,,,,,
Cortinarius pseudorotundisporus,18432293,1089457,8398465,,,,,
Cortinarius pseudorubricosus,6710343,500064,3351138,,,,,
Cortinarius pulchrifolius,6710368,702672,7244767,,,,,
Cortinarius pulchripes,6710371,1533433,3350278,,,,,
Cortinarius purpureus,199287,67585,2528727,,,,,
Cortinarius putorius,46706119,791750,7692896,,,,,
Cortinarius quarciticus,1007238,500061,2529239,Q10551042,,,,
Cortinarius quercoarmillatus,18431771,1159966,3347920,,,,,
Cortinarius rattinoides,18432279,381964,7498195,,,,,
Cortinarius regalis,6710432,499655,3350253,,,,,
Cortinarius regis-romae,6710433,1414643,3348202,,,,,
Cortinarius rigens,1029653,1152370,2529342,,,,,
Cortinarius rigidipes,193869,1434037,2528990,,,,,
Cortinarius roseolilacinus,6710468,551049,3349033,,,,,
Cortinarius roseomyceliosus,42694356,1435260,7977464,,,,,
Cortinarius rotundisporus,6710473,355966,2529397,Q5173326,,,,
Cortinarius rubellus,1028741,500053,2528663,Q944328,,,,
Cortinarius rubripes,6710486,519058,3348440,,,,,
Cortinarius rufostriatus,1003898,1533436,2529262,,,,,
Cortinarius rufulus,6710510,1158445,3347797,,,,,
Cortinarius sacchariosmus,6710527,1269652,3349227,,,,,
Cortinarius salor,1029974,332482,2529248,Q3694827,,,,
Cortinarius sanguineus,1030231,1434092,7729510,Q24882814,,,,
Cortinarius saniosus,995209,417710,2529486,,,,,
Cortinarius saturninus,1030196,411251,2529066,,,,,
Cortinarius saturniorum,6710547,407763,2529087,,,,,
Cortinarius savegrensis,11973382,1159967,3347905,,,,,
Cortinarius scaurotraganoides,6710557,702655,3348320,,,,,
Cortinarius sclerophyllorum,46706107,1152031,7453867,,,,,
Cortinarius scobinaceus,6710563,542652,7244533,,,,,
Cortinarius scotoides,190458,1435199,2529167,,,,,
Cortinarius seidliae,46706033,538437,7773144,,,,,
Cortinarius semiodoratus,6710573,1417169,3348335,,,,,
Cortinarius semisanguineus,190550,125353,2529327,Q2475465,,,,
Cortinarius semivestitus,6710577,1429807,3349295,,,,,
Cortinarius septentrionalis,6710581,922623,3347916,,,,,
Cortinarius sericeolazulinus,11973383,499612,3347893,,,,,
Cortinarius serratissimus,6710596,1045335,3349271,,,,,
Cortinarius sierraensis,33689968,559916,7724696,,,,,
Cortinarius simplex,6710605,1271151,3349053,,,,,
Cortinarius sinapicolor,6710608,381971,2528934,Q10460211,,,,
Cortinarius smithii,32793012,348842,8078467,Q5173328,,,,
Cortinarius solis-occasus,6710619,978319,3351094,,,,,
Cortinarius sommerfeltii,996608,118378,2528845,,,,,
Cortinarius sordidemaculatus,6710625,500067,3349407,,,,,
Cortinarius spadicellus,198517,1437652,2529177,,,,,
Cortinarius sphaerocephalus,6710635,1159270,3347688,,,,,
Cortinarius sphagnoravus,52247811,1152130,9693059,,,,,
Cortinarius spilomeus,1030161,350496,9174514,,,,,
Cortinarius spisnii,18430289,1417181,3348933,,,,,
Cortinarius splendidus,6710647,1279548,7891320,,,,,
Cortinarius squalidus,6710658,1152313,3348815,,,,,
Cortinarius squamivenetus,46706078,1438004,7688132,,,,,
Cortinarius squamulosus,6710667,499991,8342483,,,,,
Cortinarius stephanopus,6710673,1394008,3348931,,,,,
Cortinarius stillatitius,1029928,350498,2528976,,,,,
Cortinarius subbalaustinus,152744,475489,2528797,,,,,
Cortinarius subcaninus,6710724,542960,3349839,,,,,
Cortinarius subcarneinatus,52247789,1451399,9646779,,,,,
Cortinarius subcastanellus,6710730,409376,2529186,Q10460216,,,,
Cortinarius suberi,6710759,774087,3350812,,,,,
Cortinarius suberythraeus,6710760,738973,3350941,Q4036565,,,,
Cortinarius suberythrinus,6710761,1391062,7244714,,,,,
Cortinarius subionophyllus,52247792,1452217,9728548,,,,,
Cortinarius sublargus,18434351,551119,7421321,Q24886314,,,,
Cortinarius subminiatopus,52247812,1073209,9735501,,,,,
Cortinarius subobtusobrunneus,18433676,1435176,3349230,,,,,
Cortinarius subobtusus,6710808,1435206,3347773,,,,,
Cortinarius subpaleaceus,49882381,1517621,9770661,,,,,
Cortinarius subparvannulatus,42696642,1401098,7915206,,,,,
Cortinarius subpulchrifolius,6710820,941444,3349870,,,,,
Cortinarius subpurpureus,6710829,424856,3348673,,,,,
Cortinarius subrimosus,6710835,1399624,3348662,,,,,
Cortinarius subrufulus,46706005,1435226,7770598,,,,,
Cortinarius substriatus,6710851,985660,3351021,,,,,
Cortinarius subsulcatipes,46706187,1533439,7789618,,,,,
Cortinarius subtabularis,6710852,1396748,3349830,,,,,
Cortinarius subtilior,6710855,1127832,3347903,,,,,
Cortinarius subtortus,1030358,555360,12138241,,,,,
Cortinarius subturibulosus,6710858,1424317,3347644,,,,,
Cortinarius subvalidus,6710864,1171010,3349713,,,,,
Cortinarius subviolaceus,52787387,1095224,7877678,,,,,
Cortinarius suecicolor,6710871,381977,2529097,,,,,
Cortinarius suillonigrescens,18434743,1510767,8013426,,,,,
Cortinarius tabularis,1030366,856493,2528919,,,,,
Cortinarius tasmacamphoratus,11973199,1081552,7623633,,,,,
Cortinarius taylorianus,6710897,381978,2529011,Q10460223,,,,
Cortinarius tenuifulvescens,52247768,1448042,9656120,,,,,
Cortinarius teresae,6710911,1112490,3347840,,,,,
Cortinarius terribilis,6710913,1510792,3350566,,,,,
Cortinarius tessiae,18432292,417740,7590669,,,,,
Cortinarius thiersianus,6710923,1360466,3347660,,,,,
Cortinarius thiersii,6710924,499604,3348624,Q25936223,,,,
Cortinarius tigrinipes,6710927,1452214,7244431,,,,,
Cortinarius tillamookensis,46706040,989354,7382157,,,,,
Cortinarius tinctorum,52787367,1394594,9676042,,,,,
Cortinarius tortuosus,6710942,801466,9041684,,,,,
Cortinarius torvus,1029712,58674,2528680,,,,,
Cortinarius traganus,1029720,58676,2529113,Q948871,,,,
Cortinarius transatlanticus,46706059,1163772,8181602,,,,,
Cortinarius transiens,6710950,1050691,3350924,,,,,
Cortinarius trappei,46706154,1319544,7527003,,,,,
Cortinarius triangulus,6710955,1435177,3351072,,,,,
Cortinarius trivialis,1005161,54631,2529014,Q2566605,,,,
Cortinarius truckeensis,42694545,1106514,7651386,,,,,
Cortinarius tubarius,1005610,774083,2528693,,,,,
Cortinarius tuolumnensis,42694554,1437720,7977709,,,,,
Cortinarius turgidipes,18432024,1510765,3349334,,,,,
Cortinarius turgidus,188948,874963,2529107,,,,,
Cortinarius uliginosus,188950,500106,2528790,,,,,
Cortinarius ultimiionophyllus,52247793,1447261,9681861,,,,,
Cortinarius umbrinolens,302070,989327,2529339,,,,,
Cortinarius umbrinolutescens,18430287,1401102,3349256,,,,,
Cortinarius uraceus,188226,517792,2529069,,,,,
Cortinarius ursus,6711007,381983,2529257,,,,,
Cortinarius valgus,1031328,217617,2529258,,,,,
Cortinarius vanduzerensis,6711017,196528,3349103,Q4036575,,,,
Cortinarius variipes,6711023,935800,7244853,,,,,
Cortinarius varius,1030725,1437682,2529193,Q198645,,,,
Cortinarius velatus,6711028,740884,3348864,,,,,
Cortinarius vellingae,46706223,829602,8182736,,,,,
Cortinarius venetus,1030785,874965,2528770,,,,,
Cortinarius ventricosus,6711039,1446763,3349630,,,,,
Cortinarius venustus,1030738,1127808,2528833,,,,,
Cortinarius veraprilis,6711042,1411778,3348574,,,,,
Cortinarius veregregius,6711044,1397882,3349947,,,,,
Cortinarius vernalisierraensis,52247764,1098245,9758039,,,,,
Cortinarius vernicosus,6711046,873708,3348229,,,,,
Cortinarius vernus,1016300,517793,2529170,,,,,
Cortinarius veronicae,6711048,381984,2529374,,,,,
Cortinarius vinaceobrunneus,52247752,1152303,9647919,,,,,
Cortinarius vinaceolamellatus,6711057,1151853,3347986,,,,,
Cortinarius violaceopapillatus,42694751,1401104,7990267,,,,,
Cortinarius violaceovolvatus,6711073,381985,2529043,,,,,
Cortinarius violaceus,188017,124344,2529040,Q167887,,,,
Cortinarius viridiflavus,46706181,1435228,8357649,,,,,
Cortinarius vitiosus,6713594,1128207,8349253,,,,,
Cortinarius vitreofulvus,46706241,1389231,9119673,,,,,
Cortinarius vitreopileatus,6711096,381990,2529351,,,,,
Cortinarius volvatus,189374,869880,2529188,,,,,
Cortinarius wahkiacus,52247754,1023225,9807029,,,,,
Cortinarius waiporianus,42694793,416450,8377829,,,,,
Cortinarius walkeri,6711101,410805,3347887,Q49618584,,,,
Cortinarius xanthocephalus,1016692,989357,2529390,,,,,
Cortinarius xenosma,6711120,381991,2529216,,,,,
Cortinarius zakii,6711129,1021232,3348354,,,,,
Dermocybe alienata,6713611,601910,3302838,,,,,
Dermocybe icterinoides,6713657,602049,2528599,,,,,
Dermocybe indotata,6713659,381918,3564093,,,,,
Dermocybe olivaceonigra,6713673,381943,3564054,,,,,
Dermocybe purpurata,6713681,1348655,5955233,,,,,
Dermocybe splendida,6713688,467563,2528608,,,,,
Hemistropharia albocrenulata,8550052,417407,2529541,,,,,
Meottomyces dissimulans,18454224,499806,5955309,,,,,
Phaeocollybia ammiratii,6711938,607011,3351262,,,,,
Phaeocollybia attenuata,6711940,227622,7244558,,,,,
Phaeocollybia benzokauffmanii,6711944,500021,3351276,,,,,
Phaeocollybia californica,6711947,227623,3351279,,,,,
Phaeocollybia caudata,6711949,552751,3351256,,,,,
Phaeocollybia christinae,6711950,351752,3351252,Q76842,,,,
Phaeocollybia fallax,6711958,499863,3351267,,,,,
Phaeocollybia festiva,1004768,351753,2528572,Q10671552,,,,
Phaeocollybia jennyae,193177,855661,2528569,,,,,
Phaeocollybia kauffmanii,6711966,351757,3351275,,,,,
Phaeocollybia lilacifolia,6711969,500087,3351213,,,,,
Phaeocollybia longipes,6711970,383494,2528571,,,,,
Phaeocollybia lugubris,189217,351759,2528575,,,,,
Phaeocollybia ochraceocana,11974707,500107,3351238,,,,,
Phaeocollybia olivacea,6711983,227626,3351280,,,,,
Phaeocollybia piceae,6711987,227628,3351245,,,,,
Phaeocollybia pleurocystidiata,6711988,1159011,3351265,,,,,
Phaeocollybia pseudofestiva,6711991,227629,3351263,,,,,
Phaeocollybia ratticauda,6711997,383496,2528578,,,,,
Phaeocollybia redheadii,6712000,499649,3351249,,,,,
Phaeocollybia scatesiae,6712004,227630,3351251,,,,,
Phaeocollybia singeri,6712006,518779,3351209,,,,,
Phaeocollybia sipei,6712009,227631,3351229,,,,,
Phaeocollybia spadicea,6712011,227632,3351264,,,,,
Phaeocollybia tasmanica,6712015,1473647,3351231,,,,,
Pyrrhoglossum lilaceipes,1008528,552799,2528538,,,,,
Pyrrhoglossum pyrrhum,190628,181031,2528539,,,,,
Pyrrhoglossum stipitatum,1004427,1161201,2528552,,,,,
Stephanopus azureus,193511,1238157,5241121,,,,,
Stephanopus stropharioides,193512,1262973,5241123,,,,,
Campanophyllum proboscideum,8550003,518953,2532920,,,,,
Cheimonophyllum roseum,196233,381633,2532985,,,,,
Chondrostereum purpureum,190862,118036,2532944,Q45541,,,,
Cyphella digitalis,1005241,874976,2532923,Q10464741,,,,
Cyphella ferruginea,11453558,985437,2532928,,,,,
Gloeostereum incarnatum,1009210,337943,2532903,Q5221288,,,,
Granulobasidium vellereum,1008860,704764,2532931,Q5596824,,,,
Incrustocalyptella orientalis,6761124,1452665,2532977,,,,,
Alboleptonia sericella,11454291,67400,8963563,Q4038106,,,,
Alboleptonia stylophora,6705383,179179,3346828,,,,,
Clitopilopsis hirneola,11454582,1428791,8232628,,,,,
Clitopilus argentinus,6703416,461092,3345737,,,,,
Clitopilus aureicystidiatus,11975528,1428818,7865450,,,,,
Clitopilus austroprunulus,33691985,1077093,8364838,,,,,
Clitopilus brunnescens,18427523,1144752,7629835,,,,,
Clitopilus caelatus,11454619,500160,7655039,,,,,
Clitopilus crispus,6703434,707723,3345651,,,,,
Clitopilus cystidiatus,6703437,1143497,3345658,,,,,
Clitopilus fasciculatus,6703443,703388,3345631,,,,,
Clitopilus geminus,11975536,384046,5899065,Q1345714,,,,
Clitopilus hobsonii,192247,381735,2539183,,,,,
Clitopilus kamaka,42624849,417585,7533732,,,,,
Clitopilus nuciolens,18427590,1400475,8145247,,,,,
Clitopilus passeckerianus,1009107,989049,2539193,,,,,
Clitopilus piperitus,43597258,384128,8167416,,,,,
Clitopilus prunulus,1017270,64708,2539197,Q856834,,,,
Clitopilus scyphoides,6703382,802996,3345645,,,,,
Entocybe haastii,42697314,407880,7536146,Q5380589,,,,
Entocybe nitida,1030284,410778,7846402,,,,,
Entocybe speciosa,42697317,935803,7348736,,,,,
Entocybe trachyospora,6703223,1423743,7653477,,,,,
Entocybe turbida,46707109,991233,8344848,,,,,
Entoloma abbreviatipes,18425560,1407781,7625127,,,,,
Entoloma aberrans,6702322,70219,2540010,,,,,
Entoloma abortivum,190897,70222,2539731,Q5235788,,,,
Entoloma acutipes,6702327,70214,3346579,,,,,
Entoloma adnatifolium,52787425,1430768,9755266,,,,,
Entoloma albidocoeruleum,18425328,875609,3346085,,,,,
Entoloma albidosimulans,18425329,551131,3346070,,,,,
Entoloma albinellum,6702339,1199188,3346280,,,,,
Entoloma albogriseum,6702348,932977,3346853,,,,,
Entoloma albosericeum,6702349,1412590,3346845,,,,,
Entoloma albotomentosum,1030993,1294727,2539225,,,,,
Entoloma alboumbonatum,6702351,552924,3346246,Q17155944,,,,
Entoloma album,18425873,1295668,3345979,,,,,
Entoloma alissae,52787409,1418494,9782481,,,,,
Entoloma allochroum,6702357,1096953,3346873,,,,,
Entoloma amarum,42697395,1106425,7576511,,,,,
Entoloma ameides,188426,925919,2539756,,,,,
Entoloma anatinum,1030667,980753,2539818,,,,,
Entoloma aprile,188832,350736,2539389,,,,,
Entoloma araneosum,1008778,825426,2539719,,,,,
Entoloma aromaticum,6702399,382249,2539934,,,,,
Entoloma asprelloides,6702403,382250,2539736,,,,,
Entoloma asprellum,192418,350737,2539669,,,,,
Entoloma asterosporum,18425554,1430765,8081879,,,,,
Entoloma atrocoeruleum,1031493,552682,2539662,,,,,
Entoloma atromarginatum,1028856,874988,2539378,,,,,
Entoloma atrum,42697478,1133270,7622559,,,,,
Entoloma austrorhodocalyx,18425319,1249434,3346710,,,,,
Entoloma austroroseum,18425320,551132,3346690,,,,,
Entoloma avellaneosquamosum,6702432,1119487,3346106,,,,,
Entoloma azureosquamulosum,33692175,1395177,8326603,,,,,
Entoloma azureoviride,52787496,1156807,3346568,,,,,
Entoloma baronii,39996189,557129,8006252,,,,,
Entoloma belouvense,18424775,1402236,3345853,,,,,
Entoloma bicolor,6702442,499983,3346583,,,,,
Entoloma bicoloripes,18425562,1134053,7909312,,,,,
Entoloma bloxamii,188162,47164,2539763,Q1956186,entoloma_bloxamii,,,
Entoloma borgenii,6702454,1423718,3346558,,,,,
Entoloma brevispermum,18425449,891032,3346787,,,,,
Entoloma bryorum,6702470,801036,3346471,,,,,
Entoloma burkilliae,46707203,1348656,8046287,,,,,
Entoloma byssisedum,1009094,332483,2539524,,,,,
Entoloma caccabus,1029322,867699,2539955,,,,,
Entoloma caeruleopolitum,1028684,1045338,2539652,,,,,
Entoloma caeruleosplendens,52787450,1433074,9728854,,,,,
Entoloma caeruleum,301933,1535051,2539398,,,,,
Entoloma caesiocinctum,301934,505085,2539436,,,,,
Entoloma caesiolamellatum,42697585,1416480,7504248,,,,,
Entoloma caespitosum,6702481,1426640,3346509,,,,,
