canonicalName,eolID,inaturalistID,gbifID,wikipediaID,arkiveID,adwID,fishbaseID,amphibiawebID
Asteroma impressum,1030052,1397908,2566720,,,,,
Asteroma inconspicuum,6426951,1417008,2566724,Q4810776,,,,
Asteroma padi,1029865,924043,2566740,,,,,
Discula campestris,190735,970403,5252875,,,,,
Discula destructiva,195680,550643,5252870,Q906201,,,,
Ditopella ditopa,1029522,990788,9080940,,,,,
Gnomonia alnea,1016607,782228,5895546,,,,,
Gnomonia caryae,6422085,964056,5252929,Q5574379,,,,
Gnomonia gnomon,133568,1526586,8875995,,,,,
Gnomoniopsis idaeicola,6416272,801163,8382066,,,,,
Linospora saligna,198535,997150,2567523,,,,,
Mamianiella coryli,1028596,716666,2567437,Q6745645,,,,
Ophiognomonia alni-viridis,192663,1545743,5952581,,,,,
Ophiognomonia clavigignenti-juglandacearum,6431839,1118018,7494646,Q1289051,,,,
Ophiognomonia leptostyla,187924,1145390,5952582,Q1659652,,,,
Phragmoporthe conformis,189538,1137738,2566550,,,,,
Plagiostoma convexum,190034,1095589,7860263,,,,,
Plagiostoma fraxini,18289528,895841,7981642,,,,,
Plagiostoma pulchellum,46712590,1534937,7797133,,,,,
Pleuroceras pseudoplatani,301624,1113829,5252857,,,,,
Titaeosporina tremulae,6428221,924050,3295298,,,,,
Xenotypa aterrima,191460,1376704,9180471,,,,,
Harknessia eucalypti,187984,519419,2567485,,,,,
Harknessia globosa,6422793,382532,2567482,,,,,
Harknessia rhoina,6422808,1411801,3445959,,,,,
Harknessia shearii,6422810,1414945,3445968,,,,,
Harknessia uromycoides,189361,1260691,2567474,,,,,
Hercospora tiliae,162863,992622,2567041,,,,,
Dicarpella dryina,1032255,1138654,5253510,Q5272327,,,,
Melanconiella chrysomelanconium,33669443,1550242,7617234,,,,,
Melanconis stilbostoma,188905,383070,2568573,,,,,
Prosthecium appendiculatum,6423046,1442834,2567072,,,,,
Prosthecium pyriforme,46226040,1224902,3443674,,,,,
Coryneum betulinum,162221,874683,2568599,,,,,
Coryneum lanciforme,46712564,1095494,7392151,,,,,
Hapalocystis berkeleyi,195777,1025132,2567554,,,,,
Sillia ferruginea,1029379,1016635,2567579,,,,,
Stegophora ulmea,198537,490006,2567568,Q7606707,,,,
Alnecium auctum,43624529,1360706,8096124,,,,,
Anisogramma anomala,193721,1303303,2566061,Q4765347,,,,
Caudospora taleola,244455,1023466,9013797,,,,,
Sirococcus conigenus,997989,503923,9327537,,,,,
Sirococcus tsugae,11935388,891414,3445098,,,,,
Stenocarpella maydis,998120,384411,2567310,Q10678664,,,,
Tubakia iowensis,33669401,911236,7513971,Q20686129,,,,
Cytospora ceratosperma,46712531,1041234,7686299,Q7912601,,,,
Cytospora pini,6426691,1092893,7359809,,,,,
Cytospora populina,18290478,1024710,2566223,Q7912597,,,,
Cytospora rhizophorae,2857990,350572,3446800,,,,,
Hypospilina pustula,998313,1297800,2567109,,,,,
Leucostoma kunzei,1017027,1092859,2566255,Q6534392,,,,
Valsa abietis,188922,1041213,5252674,Q7912600,,,,
Valsa sordida,1009415,1092895,2566263,Q7912606,,,,
Colletotrichum acutatum,52243254,381762,2568796,Q5147068,,,,
Colletotrichum aotearoa,33668044,416567,7761952,,,,,
Colletotrichum coccodes,146040,1375328,2568873,Q1310150,,,,
Colletotrichum dematium,1026145,381766,8884140,Q5147075,,,,
Colletotrichum fioriniae,18322991,549218,9789043,,,,,
Colletotrichum gloeosporioides,11472604,961820,2569005,Q3772404,,,,
Colletotrichum graminicola,18322688,1095830,2568985,Q5571229,,,,
Colletotrichum liriopes,18322996,991812,7924110,,,,,
Colletotrichum musae,146043,407716,2568793,Q5147088,,,,
Colletotrichum sublineola,6643877,1188563,3458258,,,,,
Colletotrichum trichellum,1000415,381773,2568837,Q5147096,,,,
Colletotrichum typhae,1000396,891163,2568950,,,,,
Musicillium theobromae,8563074,960517,2569176,Q7922871,,,,
Plectosphaerella alismatis,1000334,1095838,8143035,,,,,
Spermosporina aricola,998806,1303093,2569172,,,,,
Verticillium dahliae,998966,360227,2569149,Q2699339,,,,
Verticillium nonalfalfae,33668245,777062,8366023,Q20721590,,,,
Bionectria ralfsii,1009904,1095636,2561007,,,,,
Bryocentria brongniartii,8565923,837331,2560993,,,,,
Bryocentria metzgeriae,8565924,1288854,2560991,,,,,
Clonostachys compactiuscula,192121,350380,2560877,,,,,
Clonostachys rosea,6753268,901343,7472266,Q1102315,,,,
Hydropisphaera arenula,1005644,382596,2561257,,,,,
Hydropisphaera fungicola,11955509,1226011,3450550,,,,,
Mycocitrus aurantium,6468893,1139473,3450496,,,,,
Nectriopsis lecanodes,985239,1419866,5251208,,,,,
Nectriopsis oropensoides,1030922,383307,2561164,,,,,
Nectriopsis rexiana,46711480,960516,8142452,,,,,
Nectriopsis rubefaciens,242860,417324,2561147,,,,,
Nectriopsis tremellicola,301995,382745,2561101,,,,,
Nectriopsis violacea,133653,473929,2561069,,,,,
Ovicuculispora parmeliae,46711461,463644,7795490,Q10595596,,,,
Paranectria oropensis,6468610,463657,3450571,,,,,
Pronectria anisospora,1032394,1139482,2560918,,,,,
Pronectria erythrinella,6468817,228784,3450470,,,,,
Pronectria leptaleae,241757,1115330,2560923,,,,,
Pronectria oligospora,6468822,228785,2560947,,,,,
Pronectria robergei,1032393,463873,2560936,,,,,
Pronectria tibellii,18306139,463874,3450491,,,,,
Pronectria xanthoriae,1032236,865182,2560917,,,,,
Selinia pulchra,248504,384251,2561401,,,,,
Trichonectria australis,18306235,1080135,7667456,,,,,
Valsonectria simpsonii,248552,1543575,2562162,,,,,
Xanthonectria pseudopeziza,52785580,1138073,2563580,,,,,
Aschersonia aleyrodis,191273,1096572,5952442,Q10419255,,,,
Atkinsonella hypoxylon,190778,1104074,5251497,,,,,
Balansia cyperi,188424,350165,2562731,,,,,
Claviceps africana,195687,123246,5251469,,,,,
Claviceps arundinis,52243851,1157165,9774459,,,,,
Claviceps grohii,1005190,1151432,5251478,,,,,
Claviceps nigricans,1030163,381709,5251475,,,,,
Claviceps paspali,1005062,381710,5251477,,,,,
Claviceps purpurea,1029583,360212,9378152,Q217227,,,,
Claviceps spartinae,52243850,938934,9751816,,,,,
Claviceps zizaniae,6470169,1039222,7350014,Q5129618,,,,
Drechmeria gunnii,49435121,555730,9791983,Q10459616,,,,
Dussiella tuberiformis,49890647,559277,9717937,,,,,
Epichloe bromicola,6470759,1225988,3449875,Q77753945,,,,
Epichloe clarkii,1007924,1074254,4909558,,,,,
Epichloe coenophiala,42781842,701956,8182525,Q2713632,,,,
Epichloe festucae,196275,382332,4909561,Q14943406,,,,
Epichloe glyceriae,6470763,321371,3449862,Q77757842,,,,
Epichloe sylvatica,199275,1100530,4909560,Q10486143,,,,
Epichloe typhina,1029713,960510,10814921,Q1241790,,,,
Metacordyceps chlamydosporia,8565637,960288,2562709,,,,,
Metarhizium anisopliae,992622,328135,2562645,Q134941,,,,
Metarhizium atrovirens,46711414,1493447,8113168,,,,,
Metarhizium blattodeae,52243906,1366794,9681291,,,,,
Metarhizium cylindrosporum,18305411,1492090,3449754,,,,,
Metarhizium novozealandicum,46711415,960955,7776623,,,,,
Metarhizium pemphigi,46711419,960116,7748403,,,,,
Metarhizium rileyi,46711418,960954,8264943,Q10601837,,,,
Moelleriella basicystis,11955247,552804,5483519,,,,,
Moelleriella epiphylla,11955250,331138,5483523,,,,,
Moelleriella evansii,18305077,1206024,5483508,,,,,
Moelleriella turbinata,11955257,552819,5483500,,,,,
Myriogenospora atramentosa,191339,1126957,2562588,,,,,
Neobarya agaricicola,18305039,547980,3450139,,,,,
Neobarya parasitica,1009713,383318,2562805,,,,,
Ustilaginoidea virens,997966,578113,2562479,Q3278240,,,,
Akanthomyces aculeatus,1001918,179745,2562811,Q10403967,,,,
Akanthomyces angustisporus,6650706,179743,3451259,,,,,
Akanthomyces aranearum,244074,179739,2562809,,,,,
Ascopolyporus philodendri,18297705,1430459,3452042,,,,,
Ascopolyporus polychrous,6471371,552750,3452044,,,,,
Ascopolyporus polyporoides,6471372,972142,3452045,,,,,
Ascopolyporus villosus,6471374,707558,3452046,,,,,
Beauveria amorpha,301755,328138,7417312,,,,,
Beauveria bassiana,160292,862160,2560612,Q2345333,,,,
Beauveria brongniartii,191973,381377,2560594,,,,,
Beauveria felina,1029247,1377940,2560603,,,,,
Beauveria malawiensis,11958551,907172,3451782,,,,,
Beauveria pseudobassiana,21325722,907173,7689446,,,,,
Cordyceps bifusispora,6470260,957991,3451632,,,,,
Cordyceps memorabilis,1030519,989224,2560689,,,,,
Cordyceps militaris,188679,119118,7567077,Q2118699,,,,
Cordyceps nikkoensis,6470500,1193164,3451500,,,,,
Cordyceps pruinosa,6470550,350449,3451565,,,,,
Gibellula alata,6470911,1465239,3451739,,,,,
Gibellula aranearum,189605,960366,2560453,,,,,
Gibellula pulchra,187915,328131,2560455,Q10504778,,,,
Isaria friesii,295557,1519561,5251102,,,,,
Lecanicillium fungicola,18297496,960511,3451787,Q14970123,,,,
Lecanicillium psalliotae,998595,379843,2560714,,,,,
Lecanicillium saksenae,11958620,1420928,8362910,,,,,
Phytocordyceps ninchukispora,6471424,1493198,3451703,,,,,
Simplicillium lamellicola,300747,1445855,2560505,,,,,
Torrubiella arachnophila,6470820,851968,2560541,,,,,
Torrubiella aranicida,1030974,960371,2560493,,,,,
Torrubiella gonylepticida,6470853,1537314,3452096,,,,,
Acrostalagmus luteoalbus,248627,793984,8107866,,,,,
Cladobotryum obconicum,18303404,1390417,3448782,,,,,
Gliocladium album,49559588,1424477,2561934,,,,,
Gliocladium polyporicola,1013405,871741,2561941,,,,,
Hypocrea megalosulphurea,18304618,1045230,3449457,,,,,
Hypocrea subcitrina,18304411,557128,7256268,,,,,
Hypocreopsis amplectens,8565304,551141,5251310,Q10530056,,,,
Hypocreopsis lichenoides,198218,489789,5251311,,,,,
Hypocreopsis macrostoma,1030061,384450,5251314,,,,,
Hypocreopsis rhododendri,190007,782300,5251309,Q10530058,,,,
Hypomyces armeniacus,6471877,382734,2561804,,,,,
Hypomyces aurantius,158611,382735,7930134,,,,,
Hypomyces australis,1009728,1362540,2561788,,,,,
Hypomyces boletiphagus,6471890,407990,2561910,,,,,
Hypomyces cervinus,187847,118004,2561816,Q19597560,,,,
Hypomyces chlorinus,162797,1370555,2561916,,,,,
Hypomyces chrysospermus,160651,152947,2561867,Q3487883,,,,
Hypomyces completus,6471901,499967,2561808,Q20721654,,,,
Hypomyces hyalinus,1009439,194271,2561840,Q10530379,,,,
Hypomyces lactifluorum,6471922,48215,2561802,Q136866,,,,
Hypomyces lateritius,187833,351091,9174212,Q311664,,,,
Hypomyces leotiicola,6471924,382760,2561922,,,,,
Hypomyces lithuanicus,194217,918653,2561826,Q5959927,,,,
Hypomyces luteovirens,11474235,125774,8926389,,,,,
Hypomyces macrosporus,18303542,351092,3448956,,,,,
Hypomyces melanocarpus,18303503,629224,3448983,,,,,
Hypomyces microspermus,6471930,379836,2561846,,,,,
Hypomyces mycophilus,6471932,1023498,3448992,,,,,
Hypomyces ochraceus,157989,552777,2561792,,,,,
Hypomyces papulasporae,1028550,382741,2561899,Q10530389,,,,
Hypomyces polyporinus,158819,382743,2561903,,,,,
Hypomyces porphyreus,6471946,702664,2561810,,,,,
Hypomyces rosellus,161716,351093,2561830,,,,,
Hypomyces samuelsii,21319536,1230210,8025952,,,,,
Hypomyces spadiceus,160640,1502010,7990687,,,,,
Hypomyces stephanomatis,1028549,637177,2561914,,,,,
Hypomyces subiculosus,152391,993034,2561887,,,,,
Hypomyces succineus,18303670,627788,3449034,,,,,
Hypomyces torminosus,1005223,993032,2561798,,,,,
Hypomyces tubariicola,52244018,925103,9765829,,,,,
Hypomyces viridis,161876,125687,2561851,,,,,
Hypomyces xyloboli,6471977,633568,3448957,,,,,
Mycogone calospora,1005489,852455,5251294,,,,,
Mycogone rosea,188732,383218,5251292,,,,,
Peckiella camphorati,18303339,1079615,3449020,Q107786491,,,,
Podostroma solmsii,1005451,791563,2561567,,,,,
Protocrea pallida,11954677,959885,5896164,,,,,
Sepedonium ampullosporum,1008961,384253,2561954,,,,,
Sphaerostilbella aurifila,46711603,868397,8078647,,,,,
Sphaerostilbella berkeleyana,1007852,384355,2561551,,,,,
Sphaerostilbella novae-zelandiae,995195,384357,2561557,,,,,
Sphaerostilbella penicillioides,46711602,939201,8002975,,,,,
Sporophagomyces chrysostomus,241789,565092,2561613,,,,,
Stephanoma tetracoccum,190188,408247,5251287,,,,,
Syspastospora parasitica,305733,491865,2565718,Q3009531,,,,
Trichoderma alutaceum,11474211,891983,7539603,,,,,
Trichoderma americanum,42781150,927193,7514682,,,,,
Trichoderma atroviride,1005591,1309010,5251334,Q10702713,,,,
Trichoderma aurantioeffusum,42781160,1476512,7650390,,,,,
Trichoderma aureoviride,195045,1097403,5251367,,,,,
Trichoderma avellaneum,42781166,568101,7399910,,,,,
Trichoderma catoptron,6471605,959914,5483281,,,,,
Trichoderma chlorosporum,6471609,959865,5483278,,,,,
Trichoderma chromospermum,6471610,499643,5483268,,,,,
Trichoderma citrinoviride,998369,352595,5251374,,,,,
Trichoderma citrinum,39986674,875180,7543633,,,,,
Trichoderma composticola,39986617,850388,7642529,,,,,
Trichoderma cornu-damae,52244095,894836,9698565,Q864070,,,,
Trichoderma deliquescens,189858,959893,7796268,,,,,
Trichoderma flavipes,42781226,844129,7892169,,,,,
Trichoderma gelatinosum,6471624,894904,5483301,,,,,
Trichoderma hamatum,1029696,1018948,5251328,Q10702731,,,,
Trichoderma harzianum,195046,352596,5251352,Q3003918,,,,
Trichoderma hispanicum,39986679,1364259,7419440,,,,,
Trichoderma latizonatum,52785593,924322,9705283,,,,,
Trichoderma leucopus,8565166,940016,7782424,,,,,
Trichoderma lixii,46711582,959892,7392269,,,,,
Trichoderma microcitrinum,42781268,559682,7610896,,,,,
Trichoderma minutisporum,195525,1425503,5251321,,,,,
Trichoderma nothescens,39986622,550099,8122308,,,,,
Trichoderma nybergianum,39986683,782818,8120918,,,,,
Trichoderma paraviridescens,39986620,959919,7379082,,,,,
Trichoderma parmastoi,39986687,1018951,7440177,,,,,
Trichoderma peltatum,42781296,788243,8234923,,,,,
Trichoderma polysporum,195048,959901,5251330,,,,,
Trichoderma pulvinatum,39986691,551439,10289923,,,,,
Trichoderma rogersonii,18303844,1274573,5483267,,,,,
Trichoderma sinuosum,6471649,882099,5483321,,,,,
Trichoderma spirale,195526,1464805,5251355,,,,,
Trichoderma stilbohypoxyli,11954348,1389995,5483303,,,,,
Trichoderma strictipile,6365449,882188,7769216,,,,,
Trichoderma sulphureum,39986698,525060,8341624,,,,,
Trichoderma tomentosum,195528,1523845,5251342,,,,,
Trichoderma victoriense,39986699,545916,8140287,,,,,
Trichoderma viride,1029765,352599,9243141,Q3915697,,,,
Atractium stilbaster,6477558,1104672,3439632,,,,,
Calonectria avesiculata,6476274,1147452,3454347,,,,,
Calonectria lauri,18298904,1260697,8089561,,,,,
Calonectria pseudonaviculata,6474043,896143,5896353,,,,,
Calostilbe striispora,1004513,701256,2563100,,,,,
Coccinonectria pachysandricola,46711878,1420774,10436166,,,,,
Corallonectria jatrophae,39990876,972133,7966582,,,,,
Cosmospora arxii,248577,1359156,7440397,,,,,
Cosmospora clavi,52243425,1506815,9696339,,,,,
Cosmospora khandalensis,6470030,1362626,7538125,,,,,
Cosmospora ustulinae,52243430,1472461,9584777,,,,,
Cosmospora viridescens,11525837,896521,7514461,,,,,
Cylindrium aeruginosum,203648,1339933,2592535,,,,,
Cylindrocarpon didymum,1017148,382079,2563177,,,,,
Dialonectria episphaeria,191293,967590,2563463,,,,,
Fusarium avenaceum,52243595,1005207,5251668,Q580190,,,,
Fusarium circinatum,52785468,705653,5252196,Q5509888,,,,
Fusarium concentricum,199163,1446080,5252192,,,,,
Fusarium fujikuroi,192530,1004725,5252216,Q26828071,,,,
Fusarium graminearum,49542886,1007775,2563391,Q288349,,,,
Fusarium lateritium,160012,1007765,11190121,Q5558692,,,,
Fusarium lolii,18299953,382402,5251663,,,,,
Fusarium oxysporum,187980,350811,5251961,Q139958,,,,
Fusarium roseum,52785469,350812,5251675,Q2389205,,,,
Fusarium sporotrichioides,1030609,379806,5252098,,,,,
Fusarium venenatum,1007275,480659,5252107,Q2401756,,,,
Fusicolla merismoides,36303799,525059,7893104,Q5509890,,,,
Nectria byssophila,6473367,383273,5251773,,,,,
Nectria cinnabarina,189131,1468921,5485848,Q205117,,,,
Nectria gracilipes,189712,384449,5251866,,,,,
Nectria peziza,188123,382604,9183851,Q6985861,,,,
Nectria pseudotrichia,160952,328158,5251835,Q6985860,,,,
Neonectria coccinea,11473517,383322,2563781,Q3837959,,,,
Neonectria ditissima,8564902,533972,2563919,Q10597558,,,,
Neonectria faginata,18301177,491265,3452491,Q49630882,,,,
Neonectria hederae,8564900,1434646,2563917,,,,,
Neonectria punicea,8564901,417317,2563950,,,,,
Pleonectria zanthoxyli,33665131,1370593,8043280,,,,,
Pseudocosmospora eutypae,39990870,559697,8426311,,,,,
Pseudocosmospora eutypellae,39990871,559698,7597698,,,,,
Pseudocosmospora rogersonii,39990874,559704,7474470,,,,,
Pseudocosmospora vilior,39990869,990119,7663816,,,,,
Pseudonectria buxi,18302757,830658,7840722,,,,,
Stylonectria purtonii,204271,1138241,7948189,,,,,
Volutella pachysandrae,6477016,898415,5483973,,,,,
Volutellonectria consors,46711867,1138234,7811568,,,,,
Xenonectriella rosea,18301516,1139420,7417517,,,,,
Melanopsamma balani,6478174,351776,3292772,,,,,
Hirsutella citriformis,1030795,407950,5252244,,,,,
Hirsutella guignardii,6469570,1420740,5483707,,,,,
Hirsutella surinamensis,18305750,552595,5483680,,,,,
Ophiocordyceps araracuarensis,52243938,949489,9746331,,,,,
Ophiocordyceps australis,39991043,1290493,3450854,,,,,
Ophiocordyceps buquetii,52785560,1102768,9670961,,,,,
Ophiocordyceps caloceroides,11474398,559709,2560706,,,,,
Ophiocordyceps camponoti-atricipis,52243947,890161,9700390,,,,,
Ophiocordyceps camponoti-rufipedis,42779887,949754,7921504,Q22286674,,,,
Ophiocordyceps clavulata,18305928,960289,2560698,,,,,
Ophiocordyceps crinalis,11958372,1502910,3450983,,,,,
Ophiocordyceps curculionum,18305810,515923,3450944,,,,,
Ophiocordyceps dipterigena,11958358,519064,3450894,Q104095392,,,,
Ophiocordyceps ditmarii,18305816,1429829,3450866,,,,,
Ophiocordyceps elongata,11958376,932978,3450844,,,,,
Ophiocordyceps engleriana,18305916,991892,3450945,,,,,
Ophiocordyceps entomorrhiza,8565496,868520,7862545,,,,,
Ophiocordyceps ferruginosa,44453719,713007,3450958,,,,,
Ophiocordyceps glaziovii,18305818,1465181,3450827,,,,,
Ophiocordyceps humbertii,18305825,701946,10751031,,,,,
Ophiocordyceps japonensis,18305828,1383189,3450862,,,,,
Ophiocordyceps jiangxiensis,18305829,1418276,3450850,,,,,
Ophiocordyceps kniphofioides,39991044,885962,7256234,,,,,
Ophiocordyceps lloydii,39991060,559270,7256246,,,,,
Ophiocordyceps longissima,11958377,636534,3450936,,,,,
Ophiocordyceps melolonthae,11958368,518926,7256230,,,,,
Ophiocordyceps michiganensis,18305910,552925,3450925,,,,,
Ophiocordyceps myrmecophila,8565493,1290504,2560565,Q10610580,,,,
Ophiocordyceps neovolkiana,18305843,1473219,3450948,,,,,
Ophiocordyceps nigrella,11958378,1476511,3450930,,,,,
Ophiocordyceps nooreniae,52243946,893896,9726000,,,,,
Ophiocordyceps nutans,11958338,954897,3451394,Q16986907,,,,
Ophiocordyceps odonatae,18305785,960480,3450993,,,,,
Ophiocordyceps pentatomae,18305790,914148,3450828,,,,,
Ophiocordyceps ponerinarum,52243940,1238772,9655939,,,,,
Ophiocordyceps pseudolloydii,11958383,1456511,3450908,,,,,
Ophiocordyceps purpureostromata,18305865,976243,7256241,,,,,
Ophiocordyceps ravenelii,11958369,552838,3450955,,,,,
Ophiocordyceps robertsii,11958349,483718,3451362,Q41776245,,,,
Ophiocordyceps sinensis,6470599,179202,2560562,Q398300,,,,
Ophiocordyceps smithii,18305877,1203283,3450939,,,,,
Ophiocordyceps sobolifera,11958341,552720,3450833,,,,,
Ophiocordyceps sphecocephala,8565490,353218,2560547,,,,,
Ophiocordyceps stylophora,18305847,905165,3451428,,,,,
Ophiocordyceps superficialis,11958374,518975,7256242,,,,,
Ophiocordyceps tiputini,52243936,1071030,9788838,,,,,
Ophiocordyceps tricentri,11958342,976244,3450988,,,,,
Ophiocordyceps unilateralis,6471318,985910,3450915,Q127353,,,,
Ophiocordyceps variabilis,11958370,552853,3450954,,,,,
Ophiocordyceps yakusimensis,39991035,1370485,3450918,,,,,
Paraisaria gracilioides,6471209,946775,3450996,,,,,
Perennicordyceps prolifica,46711367,1258209,7890281,,,,,
Polycephalomyces formosus,6470793,383785,2564290,,,,,
Polycephalomyces ramosus,189832,1006324,2564291,,,,,
Polycephalomyces tomentosus,1028898,518858,2564296,,,,,
Purpureocillium atypicola,52785567,823761,9766247,Q10601836,,,,
Purpureocillium lilacinum,1004980,960429,8276361,Q55724157,,,,
Purpureocillium takamizusanense,46711373,1390646,7547866,,,,,
Tolypocladium capitatum,43624098,518873,7455687,,,,,
Tolypocladium fractum,43624113,517815,8060151,,,,,
Tolypocladium inflatum,6478422,384525,2564398,Q5170087,,,,
Tolypocladium japonicum,43624102,1425866,7778338,,,,,
Tolypocladium longisegmentatum,52785565,960475,9799832,,,,,
Tolypocladium ophioglossoides,43624099,499797,7646591,Q2720053,,,,
Tolypocladium paradoxum,43624104,1231134,8205725,,,,,
Tolypocladium rouxii,46711355,1150657,7411442,,,,,
Achroiostachys aurantispora,52243708,1433153,9793693,,,,,
Paramyrothecium roridum,52243759,1360762,9695387,Q6948534,,,,
Stachybotrys chartarum,997582,155034,2562185,Q2069249,,,,
Stachybotrys freycinetiae,6478009,384392,2562199,,,,,
Tilachlidium brachiatum,52243675,499691,2562135,,,,,
Calcarisporium arbuscula,1013930,409324,2562100,,,,,
Calcarisporium cordycipiticola,52243644,1205067,9767543,,,,,
Cancellidium applanatum,1002614,381480,2562216,,,,,
Gliomastix luzulae,295450,350858,2562227,,,,,
Illosporiopsis christiansenii,997839,319242,2562487,,,,,
Illosporium roseum,18296309,222221,2562039,,,,,
Lepra commutata,52239411,1024148,9682466,,,,,
Lepra hypothamnolica,52785642,1027268,9817333,,,,,
Lepra multipunctoides,52785639,630833,9745113,,,,,
Lepra pustulata,52239412,630834,9713488,,,,,
Lepra trachythallina,52785640,630831,9738185,,,,,
Lepra waghornei,52785643,630832,9784698,,,,,
Memnoniella dichroa,52243803,1348110,9809167,,,,,
Myrothecium inundatum,295741,768540,2562253,,,,,
Sarocladium strictum,248590,1015941,7794879,Q4675100,,,,
Trichothecium roseum,295045,384591,2561979,Q2072494,,,,
Pseudohalonectria adversaria,1031582,1535006,2569201,,,,,
Pseudohalonectria lignicola,193335,1540154,2569196,,,,,
Macgarvieomyces juncicola,44455501,1360731,7551014,,,,,
Neocordana musae,46712437,976299,7784399,Q5169895,,,,
Pyricularia caricis,6641039,384022,2569314,,,,,
Pyricularia grisea,6754739,977797,2569274,Q2697099,,,,
Pyricularia oryzae,18324080,1095657,2569273,,,,,
Harzia acremonioides,188988,382535,2565832,Q10518383,,,,
Melanospora lagenaria,158814,383091,5252566,,,,,
Melanospora simplex,49181839,1095842,9667874,,,,,
Armatella litseae,6443074,1390538,3523673,,,,,
Asteridiella coprosmae,6635140,381316,2611019,,,,,
Meliola palmicola,6633715,1024054,2611112,,,,,
Meliola smilacis,18202955,1458428,3520925,,,,,
Ceratocystis platani,8563924,897886,5252364,Q10445905,,,,
Sporendocladia truncata,299265,384372,2564692,,,,,
Corollospora angusta,6451516,350478,3448236,,,,,
Corollospora marina,52785926,1095840,9732895,,,,,
Corollospora maritima,11958828,350481,2564638,,,,,
Lignincola laevis,190718,351402,2564508,,,,,
Cephalotrichum nanum,190684,988646,5252468,,,,,
Cephalotrichum stemonitis,299756,407571,2626078,,,,,
Cephalotrichum verrucisporum,42783244,1506550,7364892,,,,,
Kernia nitida,996590,971542,5252378,,,,,
Microascus brevicaulis,1007052,383117,8456432,Q704790,,,,
Parascedosporium putredinis,43624331,1005014,7739606,,,,,
Pseudallescheria boydii,302035,383838,2564942,Q7254196,,,,
Chalara affinis,997180,407629,2591631,,,,,
Chalara dualis,6463338,381607,2591681,,,,,
Chalara hughesii,295111,381611,2591671,,,,,
Chalara insignis,295126,1371563,2591649,,,,,
Chalara urceolata,997182,350583,2591633,,,,,
Grosmannia clavigera,6755424,53538,2573889,Q4930167,,,,
Ophiostoma ulmi,1005191,199364,5254314,Q2324137,,,,
Sporothrix epigloea,52244969,1095660,9724628,,,,,
Sporothrix polyporicola,52244974,1095662,9780403,,,,,
Phomatospora arenaria,1001056,462110,2574505,,,,,
Phomatospora coprophila,1003230,1051123,2574504,,,,,
Phomatospora dinemasporium,1001721,462829,2574485,,,,,
Phaeochoropsis neowashingtoniae,145487,1361730,2569798,,,,,
Diachora lathyri,1026133,1244603,5253815,,,,,
Diachora onobrychidis,145881,990617,5253820,,,,,
Isothea rhytismoides,1026275,634247,8576515,,,,,
Lichenochora obscuroides,148516,463395,2569840,,,,,
Lichenochora weillii,148547,223612,2569825,,,,,
Ophiodothella ferruginea,1000381,1024038,2572030,,,,,
Ophiodothella fici,1000488,1517067,2572005,,,,,
Phaeochorella parinarii,145502,1413190,2570128,,,,,
Phyllachora alpiniae,1026291,1458855,2571390,,,,,
Phyllachora cynodontis,1014505,809403,2571094,,,,,
Phyllachora graminis,6642732,628454,3457327,Q7188486,,,,
Phyllachora hibisci,145544,1468754,2571714,,,,,
Phyllachora infectoria,145858,1466429,2571668,,,,,
Phyllachora junci,145797,1025049,2570767,,,,,
Phyllachora maydis,1014516,1426396,2570319,Q10629416,,,,
Phyllachora repens,145800,870867,2571694,,,,,
Phyllachora shiraiana,145453,1341084,2570848,,,,,
Polystigma fulvum,145741,912138,5253871,Q1937118,,,,
Polystigma rubrum,6644078,904052,3457621,,,,,
Pterosporidium rhizomorphae,145340,1030243,2572057,,,,,
Telimena rhoina,1023385,1364636,2570034,,,,,
Trabutia quercina,6439894,793407,3283203,,,,,
Woronichina tranzschelii,1000384,1404408,2572309,,,,,
Pleurothecium recurvatum,1013742,351871,2572812,,,,,
Beltrania querna,997230,381379,5258195,,,,,
Chaetomium elatum,1029519,381123,2573666,Q10447635,,,,
Chaetomium globosum,11960746,381571,2573741,Q2947551,,,,
Chaetomium subfimeti,46712689,1362488,7916026,,,,,
Chaetomium trigonosporum,1029496,1535582,2573648,,,,,
Collariella bostrychodes,52244822,1095864,9737125,Q56928374,,,,
Echinosphaeria strigosa,52785169,803021,5952486,,,,,
Endophragmiella biseptata,52785295,407849,2572731,,,,,
Endophragmiella boewei,52785272,382235,2572725,,,,,
Helminthosphaeria clavariarum,50000026,58708,8498650,,,,,
Helminthosphaeria triseptata,52244775,1437346,8195949,,,,,
Spadicoides bina,52244284,1373987,2572704,,,,,
Arnium cirriferum,6500236,381304,2573370,,,,,
Bagadiella lunata,11959458,519396,7775491,,,,,
Bombardia bombarda,133526,381409,2573161,,,,,
Cercophora scortea,6499810,381530,5254017,,,,,
Cercophora silvatica,191871,381531,5254024,,,,,
Echria macrotheca,43624657,1362501,7560382,,,,,
Lasiosphaeria lanuginosa,998214,451134,2573445,,,,,
Lasiosphaeria ovina,1009507,409496,8596460,Q10495256,,,,
Lasiosphaeria sorbina,1009266,382909,2573447,,,,,
Lasiosphaeris hirsuta,6500487,382911,8770293,,,,,
Lasiosphaeris hispida,8562395,382912,2572908,,,,,
Podospora appendiculata,1009735,383757,5254104,Q10635281,,,,
