eolID,English,Arabic,Azerbaijani,Bulgarian,Catalan,Croatian,Czech,Danish,Dutch,Estonian,Finnish,French,German,Hebrew,Hungarian,Indonesian,Italian,Japanese,Lithuanian,Malay,Norwegian,Persian,Polish,Portuguese,Russian,Serbian,Slovak,Spanish,Swedish,Thai,Turkish,Ukrainian,Vietnamese
197216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196406,Skin Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007631,Skin Lichen,,,,,,,,,,Sinikesijäkälä,,,,,,,,,,,,,,,,,,,,,,
2860013,Skin Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860016,Hairy Skin Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860019,Skin Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860021,Skin Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6540916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007629,Skin Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860025,Skin Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860028,Skin Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,Liquen.,,,,,
6540971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6540980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007627,Skin Lichen,,,,,,,,,,Purokesijäkälä,,,,,,,,,,,,,,,,,,,,,,
197286,Saturn Skin Lichen,,,,,,,,,,Samettikesijäkälä,,,,,,,,,,,,,,,,,,,,,,
197261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007420,Physma Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6636069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18280032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46720304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18280045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860162,Hall's Lung Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860163,Lung Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5597373,Lung Lichen,,,,,,,,,,Tunturikeuhkojäkälä,,,,,,,,,,,,,,,,,,,,,,
21308730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860165,Oregon Lung Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860166,Lung Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197317,Lungwort,,Ciyərəoxşar Lobariya,,,,,,Longenmos,Harilik Kopsusamblik,Raidankeuhkojäkälä,,Echte Lungenflechte,,Tüdőzuzmó,,,,Plačioji Platužė,,,,Granicznik Płucnik,,Лобария Лёгочная,,,Liquen Lechuga (en Norteamérica).,Lunglav,,,Лобарія Легеневоподібна,
47126708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133473,Yellow Specklebelly Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,Liquen.,,,,,
1029105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6539331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860179,Rainier Pseudocyphellaria Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860182,Beauvois' Spotted Felt Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007694,Spotted Felt Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197032,Spotted Felt Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860217,Leptochidium Lichen,,,,,,,,,,Ripsikesijäkälä,,,,,,,,,,,,,,,,,,,,,,
1003957,Littlelobed Lichen,,,,,,,,,,Sammaljäkälä,,,,,,,,,,,,,,,,,,,,,,
2860220,Littlelobed Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197650,Polychidium Lichen,,,,,,,,,,Sammalkarvejäkälä,,,,,,,,,,,,,,,,,,,,,,
1007521,Arctic Kidney Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860191,Kidney Lichen,,,,,,,,,,Silomunuaisjäkälä,,,,,,,,,,,,,,,,,,,,,,
6537665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860192,Kidney Lichen,,,,,,,,,,Tunturikorvajäkälä,,,,,,,,,,,,,,,,,,,,,,
195770,Swiss Kidney Lichen,,,,,,,,,,Kalliomunuaisjäkälä,,,,,,,,,,,,,,,,,Liquen,,,,,
2860196,Kidney Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007519,Kidney Lichen,,,,,,,,,,Lännenmunuaisjäkälä,,,,,,,,,,,,,,,,,,,,,,
2860198,Kidney Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197353,Kidney Lichen,,,,,,,,,,Jauhemunuaisjäkälä,,,,,,,,,,,,,,,,,,,,,,
197354,Kidney Lichen,,,,,,,,,,Nukkamunuaisjäkälä,,,,,,,,,,,,,,,,,,,,,,
301613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859921,Erioderma Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11488878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198335,,,,,,,,,,,Etelänlimijäkälä,,,,,,,,,,,,,,,,,,,,,,
6575994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016293,,,,,,,,,,,Sinilimijäkälä,,,,,,,,,,,,,,,,,,,,,,
6575997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6576001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6576003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46720671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42621397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18281585,Tree Polychidium Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6601103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18277479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197418,Matted Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197419,Matted Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11488711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195267,Tavares' Matted Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46720725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46720727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986153,,,,,,,,,,,Sammallimijäkälä,,,,,,,,,,,,,,,,,,,,,,
197700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007409,Bowl Lichen,,,,,,,,,,Kulhojäkälä,,,,,,,,,,,,,,,,,,,,,,
6575271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197455,Felt Lichen,,,,,,,,Grasgroen Leermos,,Pilkkunahkajäkälä,,Apfelflechte,,,,,,Karpuotoji Meškapėdė,,Grønnever,,Pawężnica Brodawkowata,,,,,,Torsklav,,,,
1004898,British Felt Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197456,Felt Lichen,,,,,,,,,,Huopanahkajäkälä,,,,,,,,,,,,,,,,,,,,,,
6537192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6537196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007478,Felt Lichen,,,,,,,,,,Varjonahkajäkälä,,,,,,,,,,,,,,,,,,,,,,
195757,Degen's Felt Lichen,,,,,,,,,,Polkunahkajäkälä,,,,,,,,,,,,,,,,,,,,,,
1028639,Felt Lichen,,,,,,,,,,Nuotionahkajäkälä,,,,,,,,,,,,,,,,,,,,,,
31323323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197458,Elizabeth's Felt Lichen,,,,,,,,,,Louhunahkajäkälä,,,,,,,,,,,,,,,,,,,,,,
2860137,Evans' Felt Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029156,Horizontal Felt Lichen,,,,,,,,,,Nappinahkajäkälä,,,,,,,,,,,,,,,,,,,,,,
6537221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007477,Felt Lichen,,,,,,,,Bleekgroen Leermos,,Ahonahkajäkälä,,Apfelflechte,,Változó Ebzuzmó,,,,,,,,,,,,,,Ådrig Torsklav,,,,
197462,Felt Lichen,,,,,,,,Appelgroen Leermos,,Anturanahkajäkälä,,,,,,,,,,,,,,,,,,Matt Filtlav,,,,
197463,Membraneous Felt Lichen,,,,,,,,Gebobbeld Leermos,,Kelmunahkajäkälä,,,,,,,,,,,,Pawężnica Pergaminowa,,,,,,Tunn Filtlav,,,,
6537264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860145,Felt Lichen,,,,,,,,,,Metsänahkajäkälä,,,,,,,,,,,,,,,,,,,,,,
2860146,Pacific Felt Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6537287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007475,Felt Lichen,,,,,,,,,,Kiiltonahkajäkälä,,,,,,,,,,,,,,,,,,,,,,
1007476,Felt Lichen,,,,,,,,,,Piennarnahkajäkälä,,,,,,,,,,,,,,,,,,,,,,
1007474,Felt Lichen,,,,,,,,,,Karstanahkajäkälä,,,,,,,,,,,,,,,,,,,,,,
2860151,Felt Lichen,,,,,,,,,,Ruskonahkajäkälä,,,,,,,,,,,,,,,,,,,,,,
197467,Felt Lichen,,,,,,,,,,Himmeänahkajäkälä,,,,,,,,,,,,,,,,,,Sträv Filtlav,,,,
6537353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197470,Felt Lichen,,,,,,,,,,Suoninahkajäkälä,,Aderflechte,,,,,,,,,,,,,,,,,,,,
6537402,Chocolate Chip Lichen,,,,,,,,,,Tunturikuppijäkälä,,,,,,,,,,,,,,,,,,,,,,
1007363,Chocolate Chip Lichen,,,,,,,,,,Poronkuppijäkälä,,,,,,,,,,,,,,,,,,,,,,
197810,Chocolate Chip Lichen,,,,,,,,Knikkerpotje,Harilik Lohksamblik,Kalkkikuppijäkälä,,Sackflechte,,Pettyegetett Tárcsalapony,,,,,,,,Dołczanka Torbiasta,,,,,,Säcklav,,,,
197811,Chocolate Chip Lichen,,,,,,,,,,Suomukuppijäkälä,,,,,,,,,,,,,,,,,,,,,,
197037,Blackthread Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197038,Blackthread Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860207,Blackthread Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11950561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18250004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6589504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195986,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liquen.,,,,,
195988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007909,,,,,,,,,Roze Heikorst,,Hietikkonastajäkälä,,,,,,,,,,,,Grzybczyk Różowy,,,,,,Klubblav,,,,
133477,Peppermint Drop Lichen,,,,,,,,,,Turvejäkälä,,,,,,,,,,,,,,,,,,,,,,
11488409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197804,Whitefingers Lichen,,,,,,,,,,Jäätikköjäkälä,,,,,,,,,,,,,,,,,Liquen,,,,,
2860894,Whiteworm Lichen,,,,,,,,,,Matojäkälä,,,,,,,,,,,,,,,,,,,,,,
2860597,American Aspicilia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860600,Aquatic Aspicilia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6601204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6588714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133470,Cinder Lichen; Rimmed Lichen,,,,,,,,Dijkdambordje,,Harmaakiventiera,,,,,,,,,,,,,,,,,,Gråstenslav,,,,
6601200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6601206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18266280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995448,Rimmed Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6601197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6601201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6601209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42887723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196746,Rimmed Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46714704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6588781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6588902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46714703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46714706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11488344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33639638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031553,Megaspora Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197385,Crabseye Lichen,,,,,,,,,,Jauhekermajäkälä,,,,,,,,,,,,,,,,,,,,,,
196429,Tree Crabseye Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860781,Farinose Crabseye Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197386,Cold Crabseye Lichen,,,,,,,,,,Tunturikermajäkälä,,,,,,,,,,,,,,,,,,,,,,
6534012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860786,Crabseye Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6534020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860787,Oregon Crabseye Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6534036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195475,Crabseye Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300593,Crabseye Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6534062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860804,Upsala Crabseye Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860805,Yasuda's Crabseye Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35426894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35426895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42867435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860819,California Pore Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860822,Pore Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860828,Pore Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008333,,,,,,,,,,,Keltalaikkajäkälä,,,,,,,,,,,,,,,,,,,,,,
2860831,Pore Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197491,Pore Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6536473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35426796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007465,Pore Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197516,Pore Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197517,Pore Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860855,Pore Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11488118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860860,Sommerfelt's Pore Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860862,Pore Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6535679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860869,Pore Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860870,Texan Pore Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860876,Wulfen's Pore Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860877,Pore Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301977,Domingan Letrouitia Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301979,Letrouitia Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49182088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49434976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6355855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6562884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6562900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6562906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11487291,Tiny Button Lichen,,,,,,Buelie Tečkovaná,,Vliegenstrontjesmos,,,,,,,,,ヒメスミイボゴケ,,,,,Brudziec Kropkowaty,,Амандинея Точечная,,,,Liten Skivlav,,,,
6562095,,,,,,,,,,,Puistoripsijäkälä,,,,,,,,,,,,,,,,,,,,,,
6562167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196807,Boreal Button Lichen; Disc Lichen,,,,,,,,Groot Strontjesmos,,,,,,,,,,,,,,,,,,,,Rönnlav,,,,
6560085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196808,Disc Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196367,Disc Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859133,Disc Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859144,Disc Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6560416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6560426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007746,Disc Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859154,Disc Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196825,Schaerer's Disc Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009860,Disc Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007745,Disc Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6560800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6560810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859177,Disc Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18258739,Spike Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196853,Spike Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007736,Spike Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188416,Spike Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007763,Spike Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196786,Spike Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196787,Spike Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6595307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008165,Spike Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18259002,Spike Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009858,Spike Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009535,Spike Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196855,Spike Lichen,,,,,,,,,,Vihernuppijäkälä,,,,,,,,,,,,,,,,,,,,,,
6563194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859222,Golden Moonglow Lichens,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berglav,,,,
2859223,Mountain Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859225,Mountain Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6563077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133465,Diploicia Lichen,,,,,,,,Kauwgommos,,,,,,,,,,,,,,,,,,,,Skorpdagglav,,,,
11487376,Diplotomma Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016457,Diplotomma Lichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
